CustomerID,datetime,NormDelta,AbsDelta,Leaders,Others,NormLeaders,NormOthers,DailyAvgLeaders,DailyAvgOthers
delta,2017-01-09 08:30,0.21077,0.01317,0.00577,0.04789,0.97719,0.76642,0.00590,0.06248
delta,2017-01-09 08:45,0.19657,0.01228,0.00578,0.04887,0.97872,0.78215,0.00590,0.06248
delta,2017-01-09 09:00,0.18154,0.01134,0.00579,0.04991,0.98035,0.79881,0.00590,0.06248
delta,2017-01-09 09:15,0.16572,0.01035,0.00580,0.05101,0.98206,0.81634,0.00590,0.06248
delta,2017-01-09 09:30,0.14920,0.00932,0.00581,0.05215,0.98385,0.83465,0.00590,0.06248
delta,2017-01-09 09:45,0.13203,0.00825,0.00582,0.05334,0.98570,0.85367,0.00590,0.06248
delta,2017-01-09 10:00,0.11431,0.00714,0.00583,0.05457,0.98763,0.87332,0.00590,0.06248
delta,2017-01-09 10:15,0.09609,0.00600,0.00584,0.05583,0.98960,0.89351,0.00590,0.06248
delta,2017-01-09 10:30,0.07746,0.00484,0.00585,0.05712,0.99162,0.91416,0.00590,0.06248
delta,2017-01-09 10:45,0.05851,0.00366,0.00586,0.05843,0.99368,0.93517,0.00590,0.06248
delta,2017-01-09 11:00,0.03930,0.00246,0.00588,0.05976,0.99577,0.95647,0.00590,0.06248
delta,2017-01-09 11:15,0.01992,0.00124,0.00589,0.06111,0.99787,0.97795,0.00590,0.06248
delta,2017-01-09 11:30,0.00047,0.00003,0.00590,0.06245,0.99999,0.99952,0.00590,0.06248
delta,2017-01-09 11:45,-0.01900,-0.00119,0.00591,0.06380,1.00210,1.02110,0.00590,0.06248
delta,2017-01-09 12:00,-0.03839,-0.00240,0.00593,0.06515,1.00420,1.04259,0.00590,0.06248
delta,2017-01-09 12:15,-0.05760,-0.00360,0.00594,0.06648,1.00629,1.06389,0.00590,0.06248
delta,2017-01-09 12:30,-0.07657,-0.00478,0.00595,0.06779,1.00835,1.08492,0.00590,0.06248
delta,2017-01-09 12:45,-0.09521,-0.00595,0.00596,0.06908,1.01038,1.10559,0.00590,0.06248
delta,2017-01-09 13:00,-0.11345,-0.00709,0.00597,0.07035,1.01235,1.12580,0.00590,0.06248
delta,2017-01-09 13:15,-0.13120,-0.00820,0.00599,0.07157,1.01428,1.14548,0.00590,0.06248
delta,2017-01-09 13:30,-0.14839,-0.00927,0.00600,0.07277,1.01614,1.16453,0.00590,0.06248
delta,2017-01-09 13:45,-0.16495,-0.01031,0.00601,0.07391,1.01793,1.18288,0.00590,0.06248
delta,2017-01-09 14:00,-0.18079,-0.01130,0.00602,0.07501,1.01965,1.20044,0.00590,0.06248
delta,2017-01-09 14:15,-0.19586,-0.01224,0.00603,0.07605,1.02128,1.21714,0.00590,0.06248
delta,2017-01-09 14:30,-0.21010,-0.01313,0.00604,0.07704,1.02282,1.23292,0.00590,0.06248
delta,2017-01-09 14:45,-0.22344,-0.01396,0.00604,0.07796,1.02425,1.24769,0.00590,0.06248
delta,2017-01-09 15:00,-0.23581,-0.01473,0.00605,0.07882,1.02559,1.26140,0.00590,0.06248
delta,2017-01-09 15:15,-0.24719,-0.01544,0.00606,0.07961,1.02681,1.27400,0.00590,0.06248
delta,2017-01-09 15:30,-0.25750,-0.01609,0.00607,0.08032,1.02791,1.28541,0.00590,0.06248
delta,2017-01-09 15:45,-0.26672,-0.01666,0.00607,0.08096,1.02889,1.29561,0.00590,0.06248
delta,2017-01-09 16:00,-0.27478,-0.01717,0.00608,0.08151,1.02975,1.30453,0.00590,0.06248
delta,2017-01-09 16:15,-0.28168,-0.01760,0.00608,0.08199,1.03047,1.31215,0.00590,0.06248
delta,2017-01-09 16:30,-0.28736,-0.01795,0.00609,0.08238,1.03107,1.31843,0.00590,0.06248
delta,2017-01-09 16:45,-0.29183,-0.01823,0.00609,0.08269,1.03152,1.32335,0.00590,0.06248
delta,2017-01-09 17:00,-0.29504,-0.01843,0.00609,0.08291,1.03184,1.32688,0.00590,0.06248
delta,2017-01-09 17:15,-0.29699,-0.01856,0.00609,0.08304,1.03202,1.32901,0.00590,0.06248
delta,2017-01-09 17:30,-0.29767,-0.01860,0.00609,0.08309,1.03206,1.32973,0.00590,0.06248
delta,2017-01-09 17:45,-0.29707,-0.01856,0.00609,0.08304,1.03196,1.32903,0.00590,0.06248
delta,2017-01-09 18:00,-0.29520,-0.01844,0.00609,0.08291,1.03172,1.32692,0.00590,0.06248
delta,2017-01-09 18:15,-0.29208,-0.01825,0.00609,0.08269,1.03133,1.32341,0.00590,0.06248
delta,2017-01-09 18:30,-0.28770,-0.01798,0.00608,0.08239,1.03081,1.31851,0.00590,0.06248
delta,2017-01-09 18:45,-0.28209,-0.01762,0.00608,0.08200,1.03016,1.31225,0.00590,0.06248
delta,2017-01-09 19:00,-0.27527,-0.01720,0.00608,0.08152,1.02937,1.30464,0.00590,0.06248
delta,2017-01-09 19:15,-0.26728,-0.01670,0.00607,0.08096,1.02845,1.29573,0.00590,0.06248
delta,2017-01-09 19:30,-0.25814,-0.01613,0.00606,0.08033,1.02741,1.28555,0.00590,0.06248
delta,2017-01-09 19:45,-0.24790,-0.01549,0.00606,0.07961,1.02624,1.27414,0.00590,0.06248
delta,2017-01-09 20:00,-0.23661,-0.01478,0.00605,0.07883,1.02495,1.26156,0.00590,0.06248
delta,2017-01-09 20:15,-0.22429,-0.01401,0.00604,0.07797,1.02356,1.24785,0.00590,0.06248
delta,2017-01-09 20:30,-0.21102,-0.01318,0.00603,0.07705,1.02206,1.23308,0.00590,0.06248
delta,2017-01-09 20:45,-0.19685,-0.01230,0.00602,0.07606,1.02045,1.21730,0.00590,0.06248
delta,2017-01-09 21:00,-0.18183,-0.01136,0.00601,0.07502,1.01876,1.20059,0.00590,0.06248
delta,2017-01-09 21:15,-0.16604,-0.01037,0.00600,0.07392,1.01698,1.18302,0.00590,0.06248
delta,2017-01-09 21:30,-0.14954,-0.00934,0.00599,0.07277,1.01512,1.16466,0.00590,0.06248
delta,2017-01-09 21:45,-0.13241,-0.00827,0.00598,0.07158,1.01319,1.14560,0.00590,0.06248
delta,2017-01-09 22:00,-0.11470,-0.00717,0.00597,0.07035,1.01120,1.12590,0.00590,0.06248
delta,2017-01-09 22:15,-0.09651,-0.00603,0.00596,0.06909,1.00915,1.10566,0.00590,0.06248
delta,2017-01-09 22:30,-0.07791,-0.00487,0.00594,0.06779,1.00706,1.08497,0.00590,0.06248
delta,2017-01-09 22:45,-0.05897,-0.00368,0.00593,0.06648,1.00493,1.06390,0.00590,0.06248
delta,2017-01-09 23:00,-0.03978,-0.00249,0.00592,0.06514,1.00278,1.04256,0.00590,0.06248
delta,2017-01-09 23:15,-0.02042,-0.00128,0.00591,0.06380,1.00061,1.02103,0.00590,0.06248
delta,2017-01-09 23:30,-0.00099,-0.00006,0.00589,0.06245,0.99842,0.99941,0.00590,0.06248
delta,2017-01-09 23:45,0.01845,0.00115,0.00588,0.06110,0.99624,0.97779,0.00590,0.06248
delta,2017-01-10 00:00,0.03890,0.00243,0.00587,0.05975,0.99727,0.95837,0.00588,0.06235
delta,2017-01-10 00:15,0.05814,0.00363,0.00585,0.05842,0.99511,0.93697,0.00588,0.06235
delta,2017-01-10 00:30,0.07713,0.00481,0.00584,0.05710,0.99297,0.91584,0.00588,0.06235
delta,2017-01-10 00:45,0.09579,0.00597,0.00583,0.05581,0.99087,0.89508,0.00588,0.06235
delta,2017-01-10 01:00,0.11405,0.00711,0.00582,0.05454,0.98882,0.87477,0.00588,0.06235
delta,2017-01-10 01:15,0.13181,0.00822,0.00581,0.05331,0.98682,0.85501,0.00588,0.06235
delta,2017-01-10 01:30,0.14902,0.00929,0.00579,0.05211,0.98488,0.83586,0.00588,0.06235
delta,2017-01-10 01:45,0.16558,0.01032,0.00578,0.05096,0.98301,0.81743,0.00588,0.06235
delta,2017-01-10 02:00,0.18144,0.01131,0.00577,0.04986,0.98122,0.79978,0.00588,0.06235
delta,2017-01-10 02:15,0.19653,0.01225,0.00576,0.04882,0.97952,0.78299,0.00588,0.06235
delta,2017-01-10 02:30,0.21078,0.01314,0.00575,0.04783,0.97791,0.76713,0.00588,0.06235
delta,2017-01-10 02:45,0.22412,0.01397,0.00574,0.04690,0.97640,0.75228,0.00588,0.06235
delta,2017-01-10 03:00,0.23650,0.01475,0.00574,0.04604,0.97499,0.73849,0.00588,0.06235
delta,2017-01-10 03:15,0.24788,0.01546,0.00573,0.04525,0.97370,0.72582,0.00588,0.06235
delta,2017-01-10 03:30,0.25819,0.01610,0.00572,0.04454,0.97252,0.71433,0.00588,0.06235
delta,2017-01-10 03:45,0.26741,0.01667,0.00571,0.04390,0.97147,0.70406,0.00588,0.06235
delta,2017-01-10 04:00,0.27547,0.01718,0.00571,0.04334,0.97054,0.69507,0.00588,0.06235
delta,2017-01-10 04:15,0.28237,0.01761,0.00570,0.04286,0.96975,0.68738,0.00588,0.06235
delta,2017-01-10 04:30,0.28805,0.01796,0.00570,0.04246,0.96909,0.68104,0.00588,0.06235
delta,2017-01-10 04:45,0.29250,0.01824,0.00570,0.04215,0.96856,0.67606,0.00588,0.06235
delta,2017-01-10 05:00,0.29569,0.01844,0.00570,0.04193,0.96817,0.67248,0.00588,0.06235
delta,2017-01-10 05:15,0.29762,0.01856,0.00569,0.04179,0.96792,0.67030,0.00588,0.06235
delta,2017-01-10 05:30,0.29829,0.01860,0.00569,0.04174,0.96782,0.66953,0.00588,0.06235
delta,2017-01-10 05:45,0.29767,0.01856,0.00569,0.04178,0.96785,0.67018,0.00588,0.06235
delta,2017-01-10 06:00,0.29579,0.01844,0.00569,0.04191,0.96803,0.67224,0.00588,0.06235
delta,2017-01-10 06:15,0.29262,0.01824,0.00570,0.04213,0.96834,0.67572,0.00588,0.06235
delta,2017-01-10 06:30,0.28822,0.01797,0.00570,0.04243,0.96880,0.68058,0.00588,0.06235
delta,2017-01-10 06:45,0.28258,0.01762,0.00570,0.04282,0.96939,0.68681,0.00588,0.06235
delta,2017-01-10 07:00,0.27573,0.01719,0.00571,0.04329,0.97011,0.69438,0.00588,0.06235
delta,2017-01-10 07:15,0.26770,0.01669,0.00571,0.04385,0.97097,0.70327,0.00588,0.06235
delta,2017-01-10 07:30,0.25853,0.01612,0.00572,0.04448,0.97195,0.71342,0.00588,0.06235
delta,2017-01-10 07:45,0.24824,0.01548,0.00572,0.04519,0.97305,0.72481,0.00588,0.06235
delta,2017-01-10 08:00,0.23691,0.01477,0.00573,0.04597,0.97428,0.73737,0.00588,0.06235
delta,2017-01-10 08:15,0.22455,0.01400,0.00574,0.04683,0.97561,0.75106,0.00588,0.06235
delta,2017-01-10 08:30,0.21123,0.01317,0.00575,0.04775,0.97705,0.76582,0.00588,0.06235
delta,2017-01-10 08:45,0.19700,0.01228,0.00576,0.04873,0.97859,0.78159,0.00588,0.06235
delta,2017-01-10 09:00,0.18195,0.01134,0.00577,0.04977,0.98023,0.79828,0.00588,0.06235
delta,2017-01-10 09:15,0.16610,0.01036,0.00578,0.05087,0.98195,0.81585,0.00588,0.06235
delta,2017-01-10 09:30,0.14954,0.00932,0.00579,0.05201,0.98374,0.83420,0.00588,0.06235
delta,2017-01-10 09:45,0.13235,0.00825,0.00580,0.05320,0.98561,0.85326,0.00588,0.06235
delta,2017-01-10 10:00,0.11459,0.00714,0.00581,0.05443,0.98755,0.87296,0.00588,0.06235
delta,2017-01-10 10:15,0.09633,0.00601,0.00582,0.05569,0.98953,0.89320,0.00588,0.06235
delta,2017-01-10 10:30,0.07768,0.00484,0.00583,0.05698,0.99157,0.91389,0.00588,0.06235
delta,2017-01-10 10:45,0.05867,0.00366,0.00585,0.05829,0.99363,0.93496,0.00588,0.06235
delta,2017-01-10 11:00,0.03943,0.00246,0.00586,0.05962,0.99573,0.95630,0.00588,0.06235
delta,2017-01-10 11:15,0.02002,0.00125,0.00587,0.06096,0.99785,0.97783,0.00588,0.06235
delta,2017-01-10 11:30,0.00051,0.00003,0.00588,0.06231,0.99997,0.99946,0.00588,0.06235
delta,2017-01-10 11:45,-0.01898,-0.00118,0.00590,0.06366,1.00210,1.02108,0.00588,0.06235
delta,2017-01-10 12:00,-0.03841,-0.00239,0.00591,0.06500,1.00421,1.04262,0.00588,0.06235
delta,2017-01-10 12:15,-0.05767,-0.00360,0.00592,0.06634,1.00631,1.06398,0.00588,0.06235
delta,2017-01-10 12:30,-0.07668,-0.00478,0.00593,0.06765,1.00838,1.08506,0.00588,0.06235
delta,2017-01-10 12:45,-0.09536,-0.00595,0.00594,0.06894,1.01042,1.10578,0.00588,0.06235
delta,2017-01-10 13:00,-0.11363,-0.00708,0.00596,0.07020,1.01241,1.12604,0.00588,0.06235
delta,2017-01-10 13:15,-0.13142,-0.00819,0.00597,0.07143,1.01434,1.14576,0.00588,0.06235
delta,2017-01-10 13:30,-0.14864,-0.00927,0.00598,0.07263,1.01622,1.16486,0.00588,0.06235
delta,2017-01-10 13:45,-0.16524,-0.01030,0.00599,0.07377,1.01802,1.18326,0.00588,0.06235
delta,2017-01-10 14:00,-0.18111,-0.01129,0.00600,0.07487,1.01975,1.20086,0.00588,0.06235
delta,2017-01-10 14:15,-0.19622,-0.01223,0.00601,0.07591,1.02139,1.21761,0.00588,0.06235
delta,2017-01-10 14:30,-0.21049,-0.01312,0.00602,0.07690,1.02293,1.23342,0.00588,0.06235
delta,2017-01-10 14:45,-0.22386,-0.01396,0.00603,0.07782,1.02438,1.24824,0.00588,0.06235
delta,2017-01-10 15:00,-0.23627,-0.01473,0.00603,0.07868,1.02572,1.26199,0.00588,0.06235
delta,2017-01-10 15:15,-0.24766,-0.01544,0.00604,0.07947,1.02695,1.27461,0.00588,0.06235
delta,2017-01-10 15:30,-0.25800,-0.01609,0.00605,0.08018,1.02806,1.28606,0.00588,0.06235
delta,2017-01-10 15:45,-0.26723,-0.01666,0.00605,0.08082,1.02905,1.29628,0.00588,0.06235
delta,2017-01-10 16:00,-0.27532,-0.01717,0.00606,0.08138,1.02992,1.30524,0.00588,0.06235
delta,2017-01-10 16:15,-0.28223,-0.01760,0.00606,0.08185,1.03065,1.31288,0.00588,0.06235
delta,2017-01-10 16:30,-0.28793,-0.01795,0.00607,0.08225,1.03125,1.31918,0.00588,0.06235
delta,2017-01-10 16:45,-0.29241,-0.01823,0.00607,0.08255,1.03171,1.32412,0.00588,0.06235
delta,2017-01-10 17:00,-0.29562,-0.01843,0.00607,0.08278,1.03204,1.32766,0.00588,0.06235
delta,2017-01-10 17:15,-0.29758,-0.01855,0.00607,0.08291,1.03222,1.32980,0.00588,0.06235
delta,2017-01-10 17:30,-0.29826,-0.01860,0.00607,0.08295,1.03227,1.33053,0.00588,0.06235
delta,2017-01-10 17:45,-0.29767,-0.01856,0.00607,0.08291,1.03217,1.32984,0.00588,0.06235
delta,2017-01-10 18:00,-0.29580,-0.01844,0.00607,0.08278,1.03193,1.32773,0.00588,0.06235
delta,2017-01-10 18:15,-0.29267,-0.01825,0.00607,0.08256,1.03155,1.32422,0.00588,0.06235
delta,2017-01-10 18:30,-0.28828,-0.01797,0.00607,0.08225,1.03104,1.31932,0.00588,0.06235
delta,2017-01-10 18:45,-0.28266,-0.01762,0.00606,0.08186,1.03038,1.31304,0.00588,0.06235
delta,2017-01-10 19:00,-0.27583,-0.01720,0.00606,0.08139,1.02960,1.30543,0.00588,0.06235
delta,2017-01-10 19:15,-0.26782,-0.01670,0.00605,0.08083,1.02868,1.29650,0.00588,0.06235
delta,2017-01-10 19:30,-0.25867,-0.01613,0.00605,0.08020,1.02764,1.28631,0.00588,0.06235
delta,2017-01-10 19:45,-0.24841,-0.01549,0.00604,0.07948,1.02647,1.27488,0.00588,0.06235
delta,2017-01-10 20:00,-0.23708,-0.01478,0.00603,0.07870,1.02519,1.26227,0.00588,0.06235
delta,2017-01-10 20:15,-0.22475,-0.01401,0.00602,0.07784,1.02379,1.24854,0.00588,0.06235
delta,2017-01-10 20:30,-0.21145,-0.01318,0.00601,0.07692,1.02229,1.23374,0.00588,0.06235
delta,2017-01-10 20:45,-0.19725,-0.01230,0.00600,0.07593,1.02069,1.21794,0.00588,0.06235
delta,2017-01-10 21:00,-0.18221,-0.01136,0.00599,0.07489,1.01899,1.20120,0.00588,0.06235
delta,2017-01-10 21:15,-0.16638,-0.01037,0.00598,0.07379,1.01721,1.18359,0.00588,0.06235
delta,2017-01-10 21:30,-0.14985,-0.00934,0.00597,0.07265,1.01535,1.16520,0.00588,0.06235
delta,2017-01-10 21:45,-0.13268,-0.00827,0.00596,0.07146,1.01342,1.14610,0.00588,0.06235
delta,2017-01-10 22:00,-0.11493,-0.00717,0.00595,0.07022,1.01143,1.12636,0.00588,0.06235
delta,2017-01-10 22:15,-0.09670,-0.00603,0.00594,0.06896,1.00938,1.10608,0.00588,0.06235
delta,2017-01-10 22:30,-0.07806,-0.00487,0.00593,0.06767,1.00729,1.08535,0.00588,0.06235
delta,2017-01-10 22:45,-0.05908,-0.00368,0.00591,0.06635,1.00516,1.06424,0.00588,0.06235
delta,2017-01-10 23:00,-0.03986,-0.00249,0.00590,0.06502,1.00300,1.04286,0.00588,0.06235
delta,2017-01-10 23:15,-0.02046,-0.00128,0.00589,0.06367,1.00082,1.02128,0.00588,0.06235
delta,2017-01-10 23:30,-0.00098,-0.00006,0.00587,0.06232,0.99864,0.99962,0.00588,0.06235
delta,2017-01-10 23:45,0.01850,0.00115,0.00586,0.06097,0.99645,0.97795,0.00588,0.06235
delta,2017-01-11 00:00,0.03886,0.00242,0.00585,0.05963,0.99705,0.95819,0.00587,0.06223
delta,2017-01-11 00:15,0.05812,0.00362,0.00584,0.05829,0.99488,0.93676,0.00587,0.06223
delta,2017-01-11 00:30,0.07716,0.00480,0.00582,0.05698,0.99275,0.91559,0.00587,0.06223
delta,2017-01-11 00:45,0.09585,0.00596,0.00581,0.05568,0.99064,0.89479,0.00587,0.06223
delta,2017-01-11 01:00,0.11414,0.00710,0.00580,0.05441,0.98859,0.87445,0.00587,0.06223
delta,2017-01-11 01:15,0.13194,0.00821,0.00579,0.05318,0.98659,0.85465,0.00587,0.06223
delta,2017-01-11 01:30,0.14918,0.00928,0.00578,0.05199,0.98465,0.83547,0.00587,0.06223
delta,2017-01-11 01:45,0.16578,0.01032,0.00577,0.05084,0.98278,0.81700,0.00587,0.06223
delta,2017-01-11 02:00,0.18167,0.01131,0.00575,0.04974,0.98099,0.79932,0.00587,0.06223
delta,2017-01-11 02:15,0.19679,0.01225,0.00574,0.04869,0.97929,0.78250,0.00587,0.06223
delta,2017-01-11 02:30,0.21107,0.01313,0.00574,0.04770,0.97768,0.76661,0.00587,0.06223
delta,2017-01-11 02:45,0.22444,0.01397,0.00573,0.04678,0.97617,0.75173,0.00587,0.06223
delta,2017-01-11 03:00,0.23685,0.01474,0.00572,0.04592,0.97476,0.73791,0.00587,0.06223
delta,2017-01-11 03:15,0.24825,0.01545,0.00571,0.04513,0.97347,0.72522,0.00587,0.06223
delta,2017-01-11 03:30,0.25859,0.01609,0.00570,0.04441,0.97229,0.71370,0.00587,0.06223
delta,2017-01-11 03:45,0.26782,0.01667,0.00570,0.04377,0.97124,0.70342,0.00587,0.06223
delta,2017-01-11 04:00,0.27591,0.01717,0.00569,0.04321,0.97032,0.69441,0.00587,0.06223
delta,2017-01-11 04:15,0.28281,0.01760,0.00569,0.04273,0.96952,0.68671,0.00587,0.06223
delta,2017-01-11 04:30,0.28851,0.01795,0.00568,0.04234,0.96886,0.68035,0.00587,0.06223
delta,2017-01-11 04:45,0.29298,0.01823,0.00568,0.04203,0.96834,0.67536,0.00587,0.06223
delta,2017-01-11 05:00,0.29619,0.01843,0.00568,0.04180,0.96796,0.67177,0.00587,0.06223
delta,2017-01-11 05:15,0.29813,0.01855,0.00568,0.04167,0.96771,0.66958,0.00587,0.06223
delta,2017-01-11 05:30,0.29879,0.01859,0.00568,0.04162,0.96761,0.66882,0.00587,0.06223
delta,2017-01-11 05:45,0.29818,0.01856,0.00568,0.04166,0.96765,0.66947,0.00587,0.06223
delta,2017-01-11 06:00,0.29629,0.01844,0.00568,0.04179,0.96783,0.67154,0.00587,0.06223
delta,2017-01-11 06:15,0.29314,0.01824,0.00568,0.04200,0.96815,0.67501,0.00587,0.06223
delta,2017-01-11 06:30,0.28873,0.01797,0.00568,0.04231,0.96861,0.67988,0.00587,0.06223
delta,2017-01-11 06:45,0.28309,0.01762,0.00569,0.04270,0.96921,0.68612,0.00587,0.06223
delta,2017-01-11 07:00,0.27623,0.01719,0.00569,0.04317,0.96994,0.69371,0.00587,0.06223
delta,2017-01-11 07:15,0.26819,0.01669,0.00570,0.04372,0.97080,0.70261,0.00587,0.06223
delta,2017-01-11 07:30,0.25900,0.01612,0.00570,0.04436,0.97179,0.71279,0.00587,0.06223
delta,2017-01-11 07:45,0.24870,0.01548,0.00571,0.04506,0.97290,0.72420,0.00587,0.06223
delta,2017-01-11 08:00,0.23734,0.01477,0.00571,0.04585,0.97413,0.73679,0.00587,0.06223
delta,2017-01-11 08:15,0.22497,0.01400,0.00572,0.04670,0.97547,0.75050,0.00587,0.06223
delta,2017-01-11 08:30,0.21163,0.01317,0.00573,0.04762,0.97692,0.76529,0.00587,0.06223
delta,2017-01-11 08:45,0.19739,0.01228,0.00574,0.04860,0.97847,0.78108,0.00587,0.06223
delta,2017-01-11 09:00,0.18230,0.01134,0.00575,0.04965,0.98011,0.79781,0.00587,0.06223
delta,2017-01-11 09:15,0.16643,0.01036,0.00576,0.05074,0.98184,0.81541,0.00587,0.06223
delta,2017-01-11 09:30,0.14985,0.00933,0.00577,0.05189,0.98365,0.83380,0.00587,0.06223
delta,2017-01-11 09:45,0.13263,0.00825,0.00578,0.05307,0.98553,0.85290,0.00587,0.06223
delta,2017-01-11 10:00,0.11483,0.00715,0.00579,0.05430,0.98747,0.87264,0.00587,0.06223
delta,2017-01-11 10:15,0.09656,0.00601,0.00580,0.05556,0.98947,0.89291,0.00587,0.06223
delta,2017-01-11 10:30,0.07786,0.00485,0.00582,0.05685,0.99151,0.91365,0.00587,0.06223
delta,2017-01-11 10:45,0.05883,0.00366,0.00583,0.05817,0.99359,0.93476,0.00587,0.06223
delta,2017-01-11 11:00,0.03955,0.00246,0.00584,0.05950,0.99570,0.95615,0.00587,0.06223
delta,2017-01-11 11:15,0.02010,0.00125,0.00585,0.06084,0.99782,0.97772,0.00587,0.06223
delta,2017-01-11 11:30,0.00057,0.00004,0.00587,0.06219,0.99996,0.99939,0.00587,0.06223
delta,2017-01-11 11:45,-0.01896,-0.00118,0.00588,0.06354,1.00210,1.02106,0.00587,0.06223
delta,2017-01-11 12:00,-0.03843,-0.00239,0.00589,0.06488,1.00422,1.04265,0.00587,0.06223
delta,2017-01-11 12:15,-0.05772,-0.00359,0.00590,0.06621,1.00633,1.06405,0.00587,0.06223
delta,2017-01-11 12:30,-0.07676,-0.00478,0.00592,0.06753,1.00841,1.08517,0.00587,0.06223
delta,2017-01-11 12:45,-0.09547,-0.00594,0.00593,0.06882,1.01046,1.10593,0.00587,0.06223
delta,2017-01-11 13:00,-0.11378,-0.00708,0.00594,0.07008,1.01246,1.12624,0.00587,0.06223
delta,2017-01-11 13:15,-0.13161,-0.00819,0.00595,0.07131,1.01440,1.14601,0.00587,0.06223
delta,2017-01-11 13:30,-0.14886,-0.00926,0.00596,0.07250,1.01629,1.16515,0.00587,0.06223
delta,2017-01-11 13:45,-0.16548,-0.01030,0.00597,0.07365,1.01810,1.18358,0.00587,0.06223
delta,2017-01-11 14:00,-0.18139,-0.01129,0.00598,0.07475,1.01984,1.20123,0.00587,0.06223
delta,2017-01-11 14:15,-0.19652,-0.01223,0.00599,0.07579,1.02149,1.21801,0.00587,0.06223
delta,2017-01-11 14:30,-0.21082,-0.01312,0.00600,0.07678,1.02304,1.23386,0.00587,0.06223
delta,2017-01-11 14:45,-0.22421,-0.01395,0.00601,0.07770,1.02450,1.24871,0.00587,0.06223
delta,2017-01-11 15:00,-0.23664,-0.01473,0.00602,0.07856,1.02585,1.26249,0.00587,0.06223
delta,2017-01-11 15:15,-0.24806,-0.01544,0.00603,0.07935,1.02709,1.27515,0.00587,0.06223
delta,2017-01-11 15:30,-0.25841,-0.01608,0.00603,0.08006,1.02821,1.28662,0.00587,0.06223
delta,2017-01-11 15:45,-0.26767,-0.01666,0.00604,0.08070,1.02920,1.29687,0.00587,0.06223
delta,2017-01-11 16:00,-0.27578,-0.01716,0.00604,0.08126,1.03007,1.30585,0.00587,0.06223
delta,2017-01-11 16:15,-0.28269,-0.01759,0.00605,0.08174,1.03082,1.31351,0.00587,0.06223
delta,2017-01-11 16:30,-0.28842,-0.01795,0.00605,0.08213,1.03142,1.31984,0.00587,0.06223
delta,2017-01-11 16:45,-0.29290,-0.01823,0.00605,0.08244,1.03189,1.32479,0.00587,0.06223
delta,2017-01-11 17:00,-0.29613,-0.01843,0.00606,0.08266,1.03222,1.32835,0.00587,0.06223
delta,2017-01-11 17:15,-0.29809,-0.01855,0.00606,0.08279,1.03241,1.33050,0.00587,0.06223
delta,2017-01-11 17:30,-0.29877,-0.01859,0.00606,0.08284,1.03246,1.33123,0.00587,0.06223
delta,2017-01-11 17:45,-0.29818,-0.01856,0.00606,0.08280,1.03237,1.33055,0.00587,0.06223
delta,2017-01-11 18:00,-0.29630,-0.01844,0.00605,0.08267,1.03214,1.32844,0.00587,0.06223
delta,2017-01-11 18:15,-0.29317,-0.01824,0.00605,0.08245,1.03176,1.32493,0.00587,0.06223
delta,2017-01-11 18:30,-0.28878,-0.01797,0.00605,0.08214,1.03125,1.32003,0.00587,0.06223
delta,2017-01-11 18:45,-0.28315,-0.01762,0.00605,0.08175,1.03060,1.31375,0.00587,0.06223
delta,2017-01-11 19:00,-0.27631,-0.01719,0.00604,0.08128,1.02982,1.30613,0.00587,0.06223
delta,2017-01-11 19:15,-0.26829,-0.01670,0.00604,0.08072,1.02890,1.29719,0.00587,0.06223
delta,2017-01-11 19:30,-0.25912,-0.01613,0.00603,0.08009,1.02786,1.28698,0.00587,0.06223
delta,2017-01-11 19:45,-0.24884,-0.01549,0.00602,0.07937,1.02670,1.27554,0.00587,0.06223
delta,2017-01-11 20:00,-0.23751,-0.01478,0.00602,0.07859,1.02541,1.26292,0.00587,0.06223
delta,2017-01-11 20:15,-0.22514,-0.01401,0.00601,0.07773,1.02402,1.24916,0.00587,0.06223
delta,2017-01-11 20:30,-0.21182,-0.01318,0.00600,0.07681,1.02252,1.23434,0.00587,0.06223
delta,2017-01-11 20:45,-0.19759,-0.01230,0.00599,0.07583,1.02092,1.21851,0.00587,0.06223
delta,2017-01-11 21:00,-0.18253,-0.01136,0.00598,0.07478,1.01922,1.20175,0.00587,0.06223
delta,2017-01-11 21:15,-0.16668,-0.01037,0.00597,0.07368,1.01744,1.18412,0.00587,0.06223
delta,2017-01-11 21:30,-0.15011,-0.00934,0.00596,0.07254,1.01558,1.16569,0.00587,0.06223
delta,2017-01-11 21:45,-0.13291,-0.00827,0.00595,0.07135,1.01365,1.14656,0.00587,0.06223
delta,2017-01-11 22:00,-0.11514,-0.00717,0.00593,0.07012,1.01165,1.12679,0.00587,0.06223
delta,2017-01-11 22:15,-0.09687,-0.00603,0.00592,0.06885,1.00961,1.10648,0.00587,0.06223
delta,2017-01-11 22:30,-0.07819,-0.00487,0.00591,0.06756,1.00751,1.08570,0.00587,0.06223
delta,2017-01-11 22:45,-0.05918,-0.00368,0.00590,0.06625,1.00538,1.06456,0.00587,0.06223
delta,2017-01-11 23:00,-0.03992,-0.00248,0.00589,0.06491,1.00322,1.04314,0.00587,0.06223
delta,2017-01-11 23:15,-0.02049,-0.00128,0.00587,0.06357,1.00104,1.02153,0.00587,0.06223
